@type,accessLevel,bureauCode,dataQuality,description,identifier,issued,keyword,license,modified,programCode,theme,title,landingPage,accrualPeriodicity,language,temporal,describedBy,references,isPartOf,describedByType,systemOfRecords,rights,conformsTo,contactPoint_fn,contactPoint_hasEmail,publisher_@type,publisher_name,distribution_@type,distribution_downloadURL,distribution_mediaType,distribution_format,distribution_description,distribution_title,distribution_accessURL,distribution_accessURL_format,link_status_20171202,url
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1160,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; tucson; veteran; visn 18,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 18 - Tucson FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 18 Tucson 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-18_tucson_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-18_tucson_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1161,2016-12-01,2016; analytics; cheyenne; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Cheyenne FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Cheyenne 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_cheyenne_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_cheyenne_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1162,2016-12-01,2016; analytics; denver; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Denver FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Denver 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_denver_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_denver_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1163,2016-12-01,2016; analytics; grand junction; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Grand Junction FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Grand Junction 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_grandjunction_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_grandjunction_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1164,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; montana; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Montana FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Montana 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_montana_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_montana_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1165,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; muskogee; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Muskogee FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Muskogee 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_muskogee_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_muskogee_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1166,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oklahoma city; oryx; performance; quality; sail; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Oklahoma City FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Oklahoma City 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_oklahomacity_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_oklahomacity_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1167,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; salt lake city; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Salt Lake City FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Salt Lake City 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_saltlakecity_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_saltlakecity_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1168,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; sheridan; veteran; visn 19,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 19 - Sheridan FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 19 Sheridan 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_sheridan_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-19_sheridan_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1169,2016-12-01,2016; analytics; anchorage; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Anchorage FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Anchorage 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_anchorage_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_anchorage_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1170,2016-12-01,2016; analytics; boise; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Boise FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Boise 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_boise_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_boise_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1171,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; portland; quality; sail; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Portland FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Portland 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_portland_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_portland_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1172,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; puget sound; quality; sail; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Puget Sound FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Puget Sound 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_pugetsound_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_pugetsound_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1173,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; roseburg; sail; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Roseburg FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Roseburg 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_roseburg_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_roseburg_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1174,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; spokane; veteran; visn 20,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Spokane FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Spokane 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_spokane_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_spokane_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1175,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 20; walla wallla,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - Walla Wallla FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 Walla Wallla 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_wallawalla_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_wallawalla_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1176,2016-12-01,2016; analytics; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 20; white city,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 20 - White City FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 20 White City 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_whitecity_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-20_whitecity_fy16q3.xls
dcat:Dataset,public,029:15,TRUE,"Strategic Analytics for Improvement and Learning Value Model or SAIL, is a system for summarizing hospital system performance within Veterans Health Administration (VHA). SAIL assesses key Quality measures in areas such as death rate, complications, and patient satisfaction, as well as overall efficiency at individual VA Medical Centers (VAMCs).  Below you can download or view the data in spreadsheets listed by facility.  SAIL data tables are updated every quarter.",VA-VHA-OIA-1177,2016-12-01,2016; analytics; fresno; hai; health; healthcare; hedis; hospital; measures; mortality; mrsa; oryx; performance; quality; sail; veteran; visn 21,https://creativecommons.org/publicdomain/zero/1.0/,2016-12-01,029:040,Hospital Quality Measurement,VISN 21 - Fresno FY2016 Qtr 3 Hospital Performance,https://www.va.gov/QUALITYOFCARE/index.asp,R/P3M,en-US,2013-09-30T00:00:00Z/2016-06-30T00:00:00Z,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,https://www.va.gov/QUALITYOFCARE/measure-up/Strategic_Analytics_for_Improvement_and_Learning_SAIL.asp,VA-VHA-OIA-122,text/html,,,,VHA Open Data,mailto:vhaopendata@va.gov,org:Organization,Department of Veterans Affairs,dcat:Distribution,,,xls,,VISN 21 Fresno 2016 Qtr 3,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-21_fresno_fy16q3.xls,xls,Success: (200) OK,https://www.va.gov/QUALITYOFCARE/SAIL_FY16_Q3/SAIL-21_fresno_fy16q3.xls
